"Date","Price","Open","High","Low","Vol.","Change %"
"11/26/2014","2,072.83","2,067.36","2,073.29","2,066.62","","0.28%"
"11/25/2014","2,067.03","2,070.15","2,074.21","2,064.75","","-0.12%"
"11/24/2014","2,069.41","2,065.07","2,070.17","2,065.07","","0.29%"
"11/21/2014","2,063.50","2,057.46","2,071.46","2,056.75","","0.52%"
"11/20/2014","2,052.75","2,045.87","2,053.84","2,040.49","","0.20%"
"11/19/2014","2,048.72","2,051.16","2,052.14","2,040.37","","-0.15%"
"11/18/2014","2,051.80","2,041.48","2,056.08","2,041.48","","0.51%"
"11/17/2014","2,041.32","2,038.29","2,043.07","2,034.46","","0.07%"
"11/14/2014","2,039.82","2,039.74","2,042.22","2,035.20","","0.02%"
"11/13/2014","2,039.33","2,039.21","2,046.18","2,030.44","","0.05%"
"11/12/2014","2,038.25","2,037.75","2,040.33","2,031.95","","-0.07%"
"11/11/2014","2,039.68","2,038.20","2,041.28","2,035.28","","0.07%"
"11/10/2014","2,038.26","2,032.01","2,038.70","2,030.17","","0.31%"
"11/07/2014","2,031.92","2,032.36","2,034.26","2,025.07","","0.03%"
"11/06/2014","2,031.21","2,023.33","2,031.61","2,015.86","","0.38%"
"11/05/2014","2,023.57","2,015.29","2,023.77","2,014.42","","0.57%"
"11/04/2014","2,012.10","2,015.81","2,015.98","2,001.01","","-0.28%"
"11/03/2014","2,017.81","2,018.21","2,024.46","2,013.68","","-0.01%"
"10/31/2014","2,018.05","2,001.20","2,018.19","2,001.20","","1.17%"
"10/30/2014","1,994.65","1,979.49","1,999.40","1,974.75","","0.62%"
"10/29/2014","1,982.30","1,983.29","1,991.40","1,969.04","","-0.14%"
"10/28/2014","1,985.05","1,964.14","1,985.05","1,964.14","","1.19%"
"10/27/2014","1,961.63","1,962.97","1,964.64","1,951.37","","-0.15%"
"10/24/2014","1,964.58","1,951.59","1,965.27","1,946.27","","0.71%"
"10/23/2014","1,950.82","1,931.02","1,961.95","1,931.02","","1.23%"
"10/22/2014","1,927.11","1,941.29","1,949.31","1,926.83","","-0.73%"
"10/21/2014","1,941.28","1,909.38","1,942.45","1,909.38","","1.96%"
"10/20/2014","1,904.01","1,885.62","1,905.03","1,882.30","","0.91%"
"10/17/2014","1,886.76","1,864.91","1,898.16","1,864.91","","1.29%"
"10/16/2014","1,862.76","1,855.95","1,876.01","1,835.02","","0.01%"
"10/15/2014","1,862.49","1,874.18","1,874.18","1,820.66","","-0.81%"
"10/14/2014","1,877.70","1,877.11","1,898.71","1,871.79","","0.16%"
"10/13/2014","1,874.74","1,905.65","1,912.09","1,874.14","","-1.65%"
"10/10/2014","1,906.13","1,925.63","1,936.98","1,906.05","","-1.15%"
"10/09/2014","1,928.21","1,967.68","1,967.68","1,927.56","","-2.07%"
"10/08/2014","1,968.89","1,935.55","1,970.36","1,925.25","","1.75%"
"10/07/2014","1,935.10","1,962.36","1,962.36","1,934.87","","-1.51%"
"10/06/2014","1,964.82","1,970.01","1,977.84","1,958.43","","-0.16%"
"10/03/2014","1,967.90","1,948.12","1,971.19","1,948.12","","1.12%"
"10/02/2014","1,946.17","1,945.83","1,952.32","1,926.03","","0.00%"
"10/01/2014","1,946.16","1,971.44","1,971.44","1,941.72","","-1.32%"
"09/30/2014","1,972.29","1,978.21","1,985.17","1,968.96","","-0.28%"
"09/29/2014","1,977.80","1,978.96","1,981.28","1,964.04","","-0.25%"
"09/26/2014","1,982.85","1,966.22","1,986.37","1,966.22","","0.86%"
"09/25/2014","1,965.99","1,997.32","1,997.32","1,965.99","","-1.62%"
"09/24/2014","1,998.30","1,983.34","1,999.79","1,978.63","","0.78%"
"09/23/2014","1,982.77","1,992.78","1,995.41","1,982.77","","-0.58%"
"09/22/2014","1,994.29","2,009.08","2,009.08","1,991.01","","-0.80%"
"09/19/2014","2,010.40","2,012.74","2,019.26","2,006.59","","-0.05%"
"09/18/2014","2,011.36","2,003.07","2,012.34","2,003.07","","0.49%"
"09/17/2014","2,001.57","1,999.30","2,010.74","1,993.29","","0.13%"
"09/16/2014","1,998.98","1,981.93","2,002.28","1,979.06","","0.75%"
"09/15/2014","1,984.13","1,986.04","1,987.18","1,978.48","","-0.07%"
"09/12/2014","1,985.54","1,996.74","1,996.74","1,980.26","","-0.60%"
"09/11/2014","1,997.45","1,992.85","1,997.65","1,985.93","","0.09%"
"09/10/2014","1,995.69","1,988.41","1,996.66","1,982.99","","0.36%"
"09/09/2014","1,988.44","2,000.73","2,001.01","1,984.61","","-0.65%"
"09/08/2014","2,001.54","2,007.17","2,007.17","1,995.60","","-0.31%"
"09/05/2014","2,007.71","1,998.00","2,007.71","1,990.10","","0.50%"
"09/04/2014","1,997.65","2,001.67","2,011.17","1,992.54","","-0.15%"
"09/03/2014","2,000.72","2,003.57","2,009.28","1,998.14","","-0.08%"
"09/02/2014","2,002.28","2,004.07","2,006.12","1,994.85","","-0.05%"
"08/29/2014","2,003.37","1,998.45","2,003.38","1,994.65","","0.33%"
"08/28/2014","1,996.74","1,997.42","1,998.55","1,990.52","","-0.17%"
"08/27/2014","2,000.12","2,000.54","2,002.14","1,996.20","","0.00%"
"08/26/2014","2,000.02","1,998.59","2,005.04","1,998.59","","0.11%"
"08/25/2014","1,997.92","1,991.74","2,001.95","1,991.74","","0.48%"
"08/22/2014","1,988.40","1,992.60","1,993.54","1,984.76","","-0.20%"
"08/21/2014","1,992.37","1,986.82","1,994.76","1,986.82","","0.29%"
"08/20/2014","1,986.51","1,980.46","1,988.57","1,977.68","","0.25%"
"08/19/2014","1,981.60","1,972.73","1,982.57","1,972.73","","0.50%"
"08/18/2014","1,971.74","1,958.36","1,971.99","1,958.36","","0.85%"
"08/15/2014","1,955.06","1,958.87","1,964.04","1,941.50","","-0.01%"
"08/14/2014","1,955.18","1,947.41","1,955.23","1,947.41","","0.43%"
"08/13/2014","1,946.72","1,935.60","1,948.41","1,935.60","","0.67%"
"08/12/2014","1,933.75","1,935.73","1,939.65","1,928.29","","-0.16%"
"08/11/2014","1,936.92","1,933.43","1,944.90","1,933.43","","0.28%"
"08/08/2014","1,931.59","1,910.35","1,932.38","1,909.01","","1.15%"
"08/07/2014","1,909.57","1,923.03","1,928.89","1,904.78","","-0.56%"
"08/06/2014","1,920.24","1,917.29","1,927.91","1,911.45","","0.00%"
"08/05/2014","1,920.21","1,936.34","1,936.34","1,913.77","","-0.97%"
"08/04/2014","1,938.99","1,926.62","1,942.92","1,921.20","","0.72%"
"08/01/2014","1,925.15","1,929.80","1,937.35","1,916.37","","-0.29%"
"07/31/2014","1,930.67","1,965.14","1,965.14","1,930.67","","-2.00%"
"07/30/2014","1,970.07","1,973.21","1,978.90","1,962.42","","0.01%"
"07/29/2014","1,969.95","1,980.03","1,984.85","1,969.95","","-0.45%"
"07/28/2014","1,978.91","1,978.25","1,981.52","1,967.31","","0.03%"
"07/25/2014","1,978.34","1,984.60","1,984.60","1,974.37","","-0.48%"
"07/24/2014","1,987.98","1,988.07","1,991.39","1,985.79","","0.05%"
"07/23/2014","1,987.01","1,985.32","1,989.23","1,982.44","","0.18%"
"07/22/2014","1,983.53","1,975.65","1,986.24","1,975.65","","0.50%"
"07/21/2014","1,973.63","1,976.93","1,976.93","1,965.77","","-0.23%"
"07/18/2014","1,978.22","1,961.54","1,979.91","1,960.82","","1.03%"
"07/17/2014","1,958.12","1,979.75","1,981.80","1,955.59","","-1.18%"
"07/16/2014","1,981.57","1,976.35","1,983.94","1,975.67","","0.42%"
"07/15/2014","1,973.28","1,977.36","1,982.52","1,965.34","","-0.19%"
"07/14/2014","1,977.10","1,969.86","1,979.85","1,969.86","","0.48%"
"07/11/2014","1,967.57","1,965.76","1,968.67","1,959.63","","0.15%"
"07/10/2014","1,964.68","1,966.67","1,969.84","1,952.86","","-0.41%"
"07/09/2014","1,972.83","1,965.10","1,974.15","1,965.10","","0.46%"
"07/08/2014","1,963.71","1,976.39","1,976.39","1,959.46","","-0.70%"
"07/07/2014","1,977.65","1,984.22","1,984.22","1,974.88","","-0.39%"
"07/03/2014","1,985.44","1,975.88","1,985.59","1,975.88","","0.55%"
"07/02/2014","1,974.62","1,973.06","1,976.67","1,972.58","","0.07%"
"07/01/2014","1,973.32","1,962.29","1,978.58","1,962.29","","0.67%"
"06/30/2014","1,960.23","1,960.79","1,964.24","1,958.22","","-0.04%"
"06/27/2014","1,960.96","1,956.56","1,961.47","1,952.18","","0.19%"
"06/26/2014","1,957.22","1,959.89","1,959.89","1,944.69","","-0.12%"
"06/25/2014","1,959.53","1,949.27","1,960.83","1,947.49","","0.49%"
"06/24/2014","1,949.98","1,961.97","1,968.17","1,948.34","","-0.64%"
"06/23/2014","1,962.61","1,962.92","1,963.74","1,958.89","","-0.01%"
"06/20/2014","1,962.87","1,960.45","1,963.91","1,959.17","","0.17%"
"06/19/2014","1,959.48","1,957.50","1,959.87","1,952.26","","0.13%"
"06/18/2014","1,956.98","1,942.73","1,957.74","1,939.29","","0.77%"
"06/17/2014","1,941.99","1,937.15","1,943.69","1,933.55","","0.22%"
"06/16/2014","1,937.78","1,934.84","1,941.15","1,930.91","","0.08%"
"06/13/2014","1,936.16","1,930.80","1,937.30","1,927.69","","0.31%"
"06/12/2014","1,930.11","1,943.35","1,943.35","1,925.78","","-0.71%"
"06/11/2014","1,943.89","1,949.37","1,949.37","1,940.08","","-0.35%"
"06/10/2014","1,950.79","1,950.34","1,950.86","1,944.64","","-0.02%"
"06/09/2014","1,951.27","1,948.97","1,955.55","1,947.16","","0.09%"
"06/06/2014","1,949.44","1,942.41","1,949.44","1,942.41","","0.46%"
"06/05/2014","1,940.46","1,928.52","1,941.74","1,922.93","","0.65%"
"06/04/2014","1,927.88","1,923.06","1,928.63","1,918.60","","0.19%"
"06/03/2014","1,924.24","1,923.07","1,925.07","1,918.79","","-0.04%"
"06/02/2014","1,924.97","1,923.87","1,925.88","1,915.98","","0.07%"
"05/30/2014","1,923.57","1,920.33","1,924.03","1,916.64","","0.18%"
"05/29/2014","1,920.03","1,910.60","1,920.03","1,909.82","","0.54%"
"05/28/2014","1,909.78","1,911.77","1,914.46","1,907.30","","-0.11%"
"05/27/2014","1,911.91","1,902.01","1,912.28","1,902.01","","0.60%"
"05/23/2014","1,900.53","1,893.32","1,901.26","1,893.32","","0.42%"
"05/22/2014","1,892.49","1,888.19","1,896.33","1,885.39","","0.24%"
"05/21/2014","1,888.03","1,873.34","1,888.80","1,873.34","","0.81%"
"05/20/2014","1,872.83","1,884.88","1,884.88","1,868.14","","-0.65%"
"05/19/2014","1,885.08","1,876.66","1,886.00","1,872.42","","0.38%"
"05/16/2014","1,877.86","1,871.19","1,878.28","1,864.82","","0.37%"
"05/15/2014","1,870.85","1,888.16","1,888.16","1,862.36","","-0.94%"
"05/14/2014","1,888.53","1,897.13","1,897.13","1,885.77","","-0.47%"
"05/13/2014","1,897.45","1,896.75","1,902.17","1,896.06","","0.04%"
"05/12/2014","1,896.65","1,880.03","1,897.13","1,880.03","","0.97%"
"05/09/2014","1,878.48","1,875.27","1,878.57","1,867.02","","0.15%"
"05/08/2014","1,875.63","1,877.39","1,889.07","1,870.05","","-0.14%"
"05/07/2014","1,878.21","1,868.53","1,878.83","1,859.79","","0.56%"
"05/06/2014","1,867.72","1,883.69","1,883.69","1,867.72","","-0.90%"
"05/05/2014","1,884.66","1,879.45","1,885.51","1,866.77","","0.19%"
"05/02/2014","1,881.14","1,885.30","1,891.33","1,878.50","","-0.13%"
"05/01/2014","1,883.68","1,884.39","1,888.59","1,878.04","","-0.01%"
"04/30/2014","1,883.95","1,877.10","1,885.20","1,872.69","","0.30%"
"04/29/2014","1,878.33","1,870.78","1,880.60","1,870.78","","0.48%"
"04/28/2014","1,869.43","1,865.00","1,877.01","1,850.61","","0.32%"
"04/25/2014","1,863.40","1,877.72","1,877.72","1,859.70","","-0.81%"
"04/24/2014","1,878.61","1,881.97","1,884.06","1,870.24","","0.17%"
"04/23/2014","1,875.39","1,879.32","1,879.75","1,873.91","","-0.22%"
