Date,Price,Open,High,Low,Change %,Score 1,Score 2,Score 3,Score 4,Score 5,Average Score
2016-01-11,"1,923.67","1,926.12","1,935.65","1,901.10",0.09%,0.5032796054304164,0.2989271368281893,0.697411908272741,0.5032796054304164,0.5032796054304164,0.5012355722784358
2016-01-08,"1,922.03","1,945.97","1,960.40","1,918.46",-1.08%,0.2436568871714038,0.5032796054304164,0.2436568871714038,0.3527736818020033,0.6303960949814409,0.39475263131133365
2016-01-07,"1,943.09","1,985.32","1,985.32","1,938.83",-2.37%,0.4510601515228555,0.0630497788173081,0.2699954238063761,0.1985051100828799,0.2608938831545228,0.24870086947678843
2016-01-06,"1,990.26","2,011.71","2,011.71","1,979.05",-1.31%,0.3414857375298723,0.1179132557075303,0.5295164488737478,0.1012864188742563,0.0875578380027456,0.23555193979763045
2016-01-05,"2,016.71","2,013.78","2,021.94","2,004.17",0.20%,0.4770427619870849,0.0850663548075456,0.4004169420857273,0.1043880612193013,0.0804393145878882,0.22947068693750944
2016-01-04,"2,012.66","2,038.20","2,038.20","1,989.68",-1.53%,0.5032796054304164,0.8442060304062642,0.5032796054304164,0.3196217013270961,0.5032796054304164,0.5347333096049219
2015-12-31,"2,043.94","2,060.59","2,062.54","2,043.62",-0.94%,0.2053694005186352,0.7676819036965474,0.5032796054304164,0.1179132557075303,0.5425331774037728,0.4273554685513804
2015-12-30,"2,063.36","2,077.34","2,077.34","2,061.97",-0.72%,0.1623531804545685,0.7272080134235013,0.0527787664615853,0.7940712869273401,0.4510601515228555,0.4374942797579702
2015-12-29,"2,078.36","2,060.54","2,081.56","2,060.54",1.06%,0.4510601515228555,0.5032796054304164,0.1295062795545837,0.0682869781868103,0.5032796054304164,0.3310825240250164
2015-12-28,"2,056.50","2,057.77","2,057.77","2,044.20",-0.22%,0.5032796054304164,0.5032796054304164,0.8146641582346061,0.0720496262775207,0.2989271368281893,0.4384400264402298
2015-12-24,"2,060.99","2,063.52","2,067.36","2,058.73",-0.16%,0.1472008949000863,0.3414857375298723,0.1179132557075303,0.5032796054304164,0.1623531804545685,0.2544465348044948
2015-12-23,"2,064.29","2,042.20","2,064.73","2,042.20",1.24%,0.0527787664615853,0.5032796054304164,0.7557838002745716,0.5468551380485076,0.1179132557075303,0.39532211318452226
2015-12-22,"2,038.97","2,023.15","2,042.74","2,020.49",0.88%,0.7544109421874206,0.1918950526262265,0.5032796054304164,0.4510601515228555,0.0396603447399195,0.38806121930136767
2015-12-21,"2,021.15","2,010.27","2,022.90","2,005.93",0.78%,0.2608938831545228,0.5295164488737478,0.5032796054304164,0.1108964254843137,0.5032796054304164,0.38157319367468345
2015-12-18,"2,005.55","2,040.81","2,040.81","2,005.33",-1.78%,0.5032796054304164,0.3091473025880917,0.6869375095337367,0.5032796054304164,0.5032796054304164,0.5011847256826155
2015-12-17,"2,041.89","2,073.76","2,076.37","2,041.66",-1.50%,0.3761631158793918,0.3761631158793918,0.6869375095337367,0.5032796054304164,0.1216250572024202,0.4128336807850713
2015-12-16,"2,073.07","2,046.50","2,076.72","2,042.43",1.45%,0.3414857375298723,0.4770427619870849,0.1472008949000863,0.5163980271520822,0.4770427619870849,0.3918340367112421
2015-12-15,"2,043.41","2,025.55","2,053.87","2,025.55",1.06%,0.5937356993949254,0.3414857375298723,0.2608938831545228,0.5032796054304164,0.5032796054304164,0.4405349061880307
2015-12-14,"2,021.94","2,013.37","2,022.92","1,993.26",0.48%,0.5032796054304164,0.35857019372553,0.5032796054304164,0.3527736818020033,0.0850663548075456,0.3605938882391823
2015-12-11,"2,012.37","2,047.27","2,047.27","2,008.80",-1.94%,0.9500177963085372,0.2608938831545228,0.3414857375298723,0.5032796054304164,0.2608938831545228,0.46331418111557426
